,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000119707,23604.601728896254,-0.841641982711627,0.12362252149380133,-6.808160621071206,9.885446248067406e-12,4.297989282033001e-09
ENSG00000120708,3466.504247379593,0.8242937476296575,0.1210828954724241,6.807681170932896,9.918436804691541e-12,4.297989282033001e-09
ENSG00000092621,2652.5129111254055,-0.9049924840457709,0.13313109689746552,-6.797754282328006,1.0626248805622498e-11,4.440253965206544e-09
ENSG00000117318,4267.492407708103,0.856245286480653,0.12656255316278314,6.7653920143295565,1.3294872511538722e-11,5.363793392586312e-09
ENSG00000137801,1982.2003095154594,0.8984984496811413,0.1331250418852397,6.749282005527488,1.485785587258807e-11,5.7945637903093465e-09
ENSG00000167460,8248.162867706054,0.7428831794683345,0.11107849986663561,6.687911525275042,2.2637792097724827e-11,8.543940888496146e-09
ENSG00000112335,4174.528103405042,0.7589767866191992,0.11558282931508004,6.566518496880019,5.150525223755328e-11,1.883160784935542e-08
ENSG00000204388,3255.373787592354,0.869690139686295,0.1331569587228035,6.531315734664329,6.51943969835895e-11,2.3114377112363548e-08
ENSG00000181626,2629.7901076632706,-0.8250919737441619,0.12684466726041385,-6.504743096926863,7.782626670658255e-11,2.678139177844164e-08
ENSG00000163347,1265.802167771939,0.9006179653468979,0.13898960395360183,6.479750569312698,9.18743728116964e-11,3.071229033990994e-08
ENSG00000139211,3714.823727741995,0.7382680338227712,0.11431063013952457,6.458437268009638,1.0578969852801429e-10,3.4381652021604645e-08
ENSG00000176170,565.3550705434741,1.1632184016260143,0.18118266975305505,6.420141635021913,1.3614761332679631e-10,4.305208313306802e-08
ENSG00000125351,4062.723678275568,-0.9296504373662074,0.14541567257163646,-6.393055307764241,1.6260341200974025e-10,5.006473475036739e-08
ENSG00000196199,2927.9799265219704,-0.87927873764772,0.13836391334417747,-6.354827038322714,2.086612680532063e-10,6.259838041596188e-08
ENSG00000013275,9258.495601297655,0.7150572045638239,0.1130840259904451,6.323237948958784,2.5613840861136047e-10,7.492048451882293e-08
ENSG00000107984,467.4849841809908,1.1190465774086558,0.17778353292069668,6.2944332302577495,3.0852504109474655e-10,8.804251172703743e-08
ENSG00000185686,6247.431588537019,-0.6736262702634489,0.1072594224130485,-6.2803458671384735,3.3782064790690303e-10,9.19186414072271e-08
ENSG00000161057,3988.5481750912804,0.7115948728485434,0.11327882812763825,6.281799384848381,3.3467654744380854e-10,9.19186414072271e-08
ENSG00000146232,1676.458988607747,0.781613574179365,0.12463841367371369,6.271048797407855,3.5862419457474125e-10,9.536143355737439e-08
ENSG00000139289,8344.417110572515,0.6770750527390149,0.10819090174205599,6.258151488128527,3.895673174213087e-10,9.908560030063721e-08
ENSG00000188042,1851.0696415534346,0.7863962433216855,0.12564875097447345,6.258687310639866,3.8823140309868014e-10,9.908560030063721e-08
ENSG00000153157,547.8285451693393,-1.089817310677659,0.17443107447289927,-6.247839233754075,4.16169698805532e-10,1.0359969097924945e-07
ENSG00000184208,2029.2867562188867,-0.7603616161073132,0.12181486550543577,-6.24194438792352,4.321646163416819e-10,1.050129849734717e-07
ENSG00000049130,298.5486764056458,1.205092045569821,0.19314830726953772,6.239205834137183,4.3979797125641996e-10,1.050129849734717e-07
ENSG00000123200,4121.588973308888,-0.8520709194775672,0.13711482257449262,-6.214287437921955,5.155807449583881e-10,1.206458943202628e-07
ENSG00000155090,922.7500044180689,0.8516891552685245,0.13776727163643393,6.18208624698703,6.325994584431875e-10,1.4512575811343713e-07
ENSG00000159840,2075.486111862246,0.7535711329003077,0.12334762003576082,6.109328519527439,1.0005119116570278e-09,2.2128288434010044e-07
ENSG00000133710,219.4951556088027,-1.4325101763554664,0.23449065780407446,-6.10902877654248,1.0023925529936174e-09,2.2128288434010044e-07
ENSG00000266402,2862.8399899691462,-0.9262858485526804,0.15175692788494244,-6.103746705092519,1.0361044023774545e-09,2.244892871817818e-07
ENSG00000165672,2031.3630349701525,0.7290043790209829,0.11968572758057547,6.090988405699407,1.122156790747579e-09,2.34450615209762e-07
ENSG00000186480,1811.71281333647,-0.7765382198215687,0.12746798000964002,-6.092025775907341,1.1149072679249184e-09,2.34450615209762e-07
ENSG00000041982,183.87027154100778,1.446787164086636,0.2376403094185857,6.088138698465623,1.1423089376776565e-09,2.3447393983909792e-07
ENSG00000169908,21641.051792090027,0.6304726972685946,0.1041286398640593,6.054748223847745,1.406374561500736e-09,2.836996960268726e-07
ENSG00000165525,2957.381149915496,-0.7258507766266924,0.12041194137682901,-6.028063066894199,1.659363027562643e-09,3.290601258047953e-07
ENSG00000160321,971.4012232150462,-0.9378452310805375,0.1558351235378134,-6.0181890307480606,1.7637915448368158e-09,3.383010012227991e-07
ENSG00000133739,1543.4136531672857,-0.8610824189110626,0.14303670211974018,-6.020010292115275,1.7440598087948846e-09,3.383010012227991e-07
ENSG00000164171,350.45517595456863,1.0902344223922102,0.1813274313789805,6.012517874990372,1.8266368345137027e-09,3.447040478033923e-07
ENSG00000162909,2163.810608063846,0.7899570059098395,0.13262305712384284,5.956407754740423,2.578425387859393e-09,4.788504291738873e-07
